# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
3.580946404320445087e+00 4.309941838179577878e-01 -2.661419255479132162e-01 1.186302519752059460e+09 3.144059142831756049e+01 5.544161896250494603e-01 -5.169794944817861504e-01 3.446299313754425664e-01 6.457624590562756950e+00 1.077030975659023088e-01 7.111215576462567300e-01 -1.494811000000000058e+04
5.637838775457537643e-01 4.371609851390654833e-01 -2.226018926745648163e-01 1.186302519752383232e+09 3.095467392991834288e+01 4.530939197348270997e-01 -9.062055500469933245e-01 9.269015016964258225e-01 6.934742517675471341e+00 1.724864534558078755e-01 4.238707826987078153e-01 -1.494811000000000058e+04
1.740632998943906662e+00 3.458734900363162335e-01 -3.106340069514309521e-01 1.186302519753315926e+09 3.212563477387904243e+01 8.170524360983615342e-01 -9.527592882616997549e-01 1.386488670133712464e+00 7.445706140429551922e+00 4.631392133234917274e-01 2.409047958604559891e-02 -1.494810000000000036e+04
5.922312218047267152e+00 2.304069518431130781e-01 -5.495773709766991200e-01 1.186302519750860453e+09 3.327256849538535022e+01 7.736655105280632050e-01 -9.008360699085472545e-01 2.120175158649583835e+00 7.187616018405298846e+00 1.288603817997985013e-01 7.971755321780842340e-01 -1.494810000000000036e+04
1.173904138098320837e+00 3.445104933845991591e-01 -3.900808264738720443e-01 1.186302519750726700e+09 3.050578023556036555e+01 4.035739641847996828e-01 -7.685938647906769283e-01 1.487252284698626470e+00 6.896274591503943618e+00 2.238095562761659718e-01 3.513602838220447055e-01 -1.494810000000000036e+04
1.757717297732342754e+00 3.182686801616693706e-01 -4.820655213990603372e-01 1.186302519750671148e+09 3.264902065342224091e+01 6.932818521170860393e-01 -8.728288943739953565e-01 1.437405329272288146e+00 7.168235877410349843e+00 1.966303697471874778e-01 4.748224170476481598e-01 -1.494810000000000036e+04
3.840240578534443561e+00 2.585299545501965612e-01 -3.243940429942684389e-01 1.186302519752900362e+09 3.227403738638322039e+01 5.135873358710704162e-01 -9.231448930139026787e-01 8.498819703021829319e-01 7.198624598169891087e+00 1.389432233182677778e-01 7.459751467803997782e-01 -1.494810000000000036e+04
2.205745610136036206e+00 4.338935765381308207e-01 -2.194169142833099773e-01 1.186302519754915237e+09 3.197779160895562711e+01 7.111643607352565732e-01 -9.293606902541386994e-01 1.552475465293452705e+00 7.165006936531644222e+00 4.560268797428427834e-01 6.906401875788292788e-02 -1.494810000000000036e+04
1.369085224677818458e+00 2.865399801172850425e-01 -2.833215781182724102e-01 1.186302519754434586e+09 3.200739710958826834e+01 6.984259701657720143e-01 -6.167964453070901021e-01 1.299955449619690784e+00 7.000245981495405445e+00 3.702545982451845297e-01 2.263842696370447355e-02 -1.494810000000000036e+04
1.589718944831577385e+00 2.063493740633705609e-01 -4.165941620283049041e-01 1.186302519752582550e+09 3.237731672537353234e+01 6.633188026359750911e-01 -9.224606354778416284e-01 1.264647993856652386e+00 7.268935031171213090e+00 2.738276667734899084e-01 4.213514089414105990e-01 -1.494810000000000036e+04
1.220779141686358704e+00 3.325667501545018778e-01 -4.095845727309911366e-01 1.186302519752082586e+09 3.066776926803433412e+01 6.831625121983145865e-01 -2.491483282784812958e-01 1.011693665642109830e+00 6.616611833186071934e+00 1.319758146613103089e-01 1.032656771166623605e-01 -1.494810000000000036e+04
3.028452985903099304e+00 2.351164589684192063e-01 -4.168950037901807959e-01 1.186302519751352072e+09 3.243545232067140915e+01 4.466803782310383442e-01 -9.968472605672792364e-01 3.135759391968311327e+00 7.229930480121081082e+00 3.425759265346797755e-01 4.725673604137642925e-01 -1.494810000000000036e+04
5.758774825934867891e+00 2.475113261594097669e-01 -4.973719972032230596e-01 1.186302519751210213e+09 3.402475530066022458e+01 9.847723199371059000e-01 -9.892175039166061223e-01 2.145520450561706483e+00 7.262195542019012962e+00 4.398438157610264354e-01 3.553333697478824882e-01 -1.494810000000000036e+04
5.467770113169476698e-01 2.930282862565714019e-01 -3.601715966284324555e-01 1.186302519752030134e+09 2.911943425885234760e+01 3.604934874508256004e-01 -8.726073171437752629e-01 9.255504929187943208e-01 6.961541940585431298e+00 1.100162494974369493e-01 6.096095784353056102e-01 -1.494810000000000036e+04
4.380016246623624987e+00 3.384754905695309124e-01 -3.522316785863676136e-01 1.186302519753372192e+09 3.230516522640741783e+01 9.759746234566420986e-01 -9.217177566067499273e-01 7.184560081648213581e-01 7.253813159236424113e+00 1.985318698394611392e-01 4.378592649286051075e-01 -1.494809000000000015e+04
1.006810816189493751e+00 2.627773378136251670e-01 -4.138181915608832306e-01 1.186302519752459049e+09 3.202976703077295895e+01 7.253274289973257183e-01 -4.590652932377835005e-01 9.742361106845469632e-01 6.725483116442730669e+00 1.200734646240653319e-01 4.296956300142633633e-01 -1.494809000000000015e+04
1.887317055759526019e+00 2.563132018443765037e-01 -3.951483838403638815e-01 1.186302519751913309e+09 3.362695864332698648e+01 9.985171589083740029e-01 -6.022991904408853125e-01 1.676212886311646555e+00 6.992025572365070829e+00 1.085434318765335360e-01 5.756107979902003180e-01 -1.494809000000000015e+04
6.173928689903292799e+00 1.938757648914561094e-01 -4.951723891728276317e-01 1.186302519751785278e+09 3.152479841216698375e+01 6.185966287024602384e-01 -7.761474174639696466e-01 2.474236949412841113e+00 6.862291196462665610e+00 1.875663517871089536e-01 5.187634654389433608e-01 -1.494809000000000015e+04
3.281271162527743535e+00 4.475328805733037041e-01 -6.993319027826989942e-02 1.186302519756493092e+09 3.100718493264699305e+01 7.963876935627594023e-01 -9.838167324255139290e-01 2.863680203419591397e+00 7.341161805308304089e+00 1.430462782219107942e-01 2.758012630046733915e-01 -1.494809000000000015e+04
3.988242490409222435e-02 3.754818282280669162e-01 -3.384920468561917195e-01 1.186302519751115322e+09 3.021823164757880775e+01 4.182942290265548868e-01 -8.319606629137547005e-01 6.571995825548641035e-01 6.933248855878392902e+00 9.973131491240290469e-02 5.184444544497631702e-01 -1.494809000000000015e+04
5.871409552098669771e+00 1.961744051534591859e-01 -4.390368831865112953e-01 1.186302519752644300e+09 2.998803490049481013e+01 5.315201218287480822e-01 -5.325581285179492586e-01 2.638051410895802640e+00 6.843320273601846360e+00 9.788873040012756321e-02 2.325007493089285560e-01 -1.494809000000000015e+04
3.271780314638976339e+00 4.388499108046891584e-01 -4.338145207951111249e-01 1.186302519750879765e+09 3.270671107965619484e+01 8.426690202930190443e-01 -5.465459245248563969e-01 2.613001217518272412e+00 6.845842648609893111e+00 5.688057053774745464e-01 2.735185931270450732e-02 -1.494809000000000015e+04
5.886604192606113450e+00 2.901981268323735597e-01 -4.383109332355062948e-01 1.186302519751143932e+09 3.272967575504674898e+01 4.608879310623091308e-01 -9.213663154510375319e-01 2.696094972340172369e+00 7.108691724174538429e+00 4.864279762594197476e-01 1.474648823650081819e-01 -1.494809000000000015e+04
5.238300808966055655e+00 3.692191245153050860e-01 -2.380190502281499809e-01 1.186302519754313231e+09 3.291388044877504626e+01 9.047245763990339196e-01 -7.913011258225449707e-01 1.433685707518127517e+00 7.250270952908406841e+00 4.629081328391528860e-01 2.254808889847691733e-01 -1.494807999999999993e+04
5.240911553999600514e+00 2.775855762965337425e-01 -4.283843674924363576e-01 1.186302519751327753e+09 3.087279119512687586e+01 7.015219028189056960e-01 -8.740394784783471760e-01 1.960062016512772898e+00 7.256353167612441979e+00 2.729492975956915868e-01 4.468158741442261606e-02 -1.494807999999999993e+04
1.856636790172615958e+00 1.967589592871484272e-01 -4.839749325417171399e-01 1.186302519750911236e+09 3.150386016412354451e+01 6.259863800596474626e-01 -7.281542681696463459e-01 1.726565831386675187e+00 6.992057172206228799e+00 2.391769307317102855e-01 2.649189482182314759e-01 -1.494807999999999993e+04
1.113503563623746251e+00 2.373401312275183195e-01 -5.352304959353877400e-01 1.186302519751507044e+09 3.095063182292873805e+01 7.757162879433988634e-01 -9.863331764345726338e-01 2.544290865003881463e-01 6.985499047072087464e+00 2.390068683322012499e-01 2.594936752150156511e-01 -1.494807999999999993e+04
1.066927546160787721e-01 5.174991776709151337e-01 -1.101358549410588333e-01 1.186302519754608154e+09 3.131522186983297829e+01 6.665644989037090573e-01 -4.452325746860577027e-01 2.929692028091448908e+00 6.593373069689617338e+00 2.799973365567331451e-01 1.859907029486270458e-01 -1.494807999999999993e+04
3.104093153464671406e+00 3.599105893509577103e-01 -2.397450362605708096e-01 1.186302519755380392e+09 3.260582161370529519e+01 9.877502486884728317e-01 -7.798992228434001861e-01 2.458098021535555677e+00 7.138406468457197285e+00 5.207190591001337188e-02 6.724644999787933175e-01 -1.494807999999999993e+04
1.664155529818897694e+00 4.549115124039386782e-01 -2.904528475088162254e-01 1.186302519752842665e+09 3.336461109180729068e+01 8.289804529205729855e-01 -7.214380907775120866e-01 1.133251674639646378e+00 6.966717513871665268e+00 6.188262088273904782e-01 8.606740207386302799e-02 -1.494807999999999993e+04
2.998118242880610129e+00 3.013843396657436280e-01 -4.669647281641483572e-01 1.186302519750544786e+09 3.028970018177023960e+01 5.412118552282830786e-01 -9.902392555539587526e-01 2.952715667535624977e+00 7.317669451454902330e+00 2.168174229098995265e-01 1.737674926097070860e-01 -1.494807999999999993e+04
4.829900106011145944e+00 4.856264782825419624e-01 -1.540079410737878185e-01 1.186302519754488945e+09 3.020179508965433612e+01 8.140381830758707249e-01 -9.491467562512462264e-01 1.637461580882588974e+00 7.170917655651059874e+00 1.398950105519765896e-01 9.839005621265004345e-03 -1.494807999999999993e+04
1.449540912981879037e+00 2.644863478180634608e-01 -4.349004239105284664e-01 1.186302519752023458e+09 3.230550180598457644e+01 9.784763286945693528e-01 -3.788888967924378681e-01 1.311355059898714925e+00 6.661535320557202766e+00 8.025020426540435681e-04 5.257801049499619683e-01 -1.494807999999999993e+04
4.444170805378112377e+00 4.369263824184538292e-01 -1.911532800988022252e-01 1.186302519752744436e+09 3.063818966727730242e+01 4.177136846350727462e-01 -6.108000926560703814e-01 1.857880655195124131e+00 6.658909770774120496e+00 3.017141413677458250e-01 5.561165468979062387e-02 -1.494807999999999993e+04
4.129096229639350746e+00 3.779864087043100507e-01 -2.116791450301993283e-01 1.186302519754728794e+09 3.264673930076374120e+01 7.297189472832064094e-01 -4.645896822618907906e-01 9.915036600146056589e-01 6.776903829579134175e+00 1.135275858960729523e-01 5.176016603938754512e-01 -1.494807999999999993e+04
4.878267247311235622e+00 5.605924814645298904e-01 -4.251289274242319727e-01 1.186302519750036001e+09 2.931729810132295100e+01 8.864157210838858880e-01 9.334111036378203163e-01 1.131825188949023620e+00 6.836498579141616183e+00 4.460006461791111293e-02 3.027623060854287701e-02 -1.494807999999999993e+04
4.146885176438857457e+00 3.745149622361589326e-01 -3.003025457000942366e-01 1.186302519753585100e+09 2.953267631812008531e+01 5.853317054801450148e-01 -9.283053399182606968e-01 6.389665041365750753e-01 7.229397023227808639e+00 9.155962892782371076e-02 1.790270224963890766e-01 -1.494807999999999993e+04
1.299155281076300517e+00 4.530521736774794084e-01 -2.709823036989246203e-01 1.186302519752796650e+09 3.110702091128078806e+01 6.793068023797749211e-01 -9.805131877934828433e-01 9.322345689279655234e-01 7.231603757159525969e+00 2.893784685448421157e-01 1.830736120325115457e-01 -1.494807999999999993e+04
3.149034329991944769e+00 2.262887444585728047e-01 -3.989735841591787735e-01 1.186302519753226042e+09 3.305190985513097246e+01 8.636589370136632526e-01 -8.292852637336919353e-01 2.616871978501177143e+00 7.196880324304201437e+00 3.125886948054463765e-01 4.225578008980606648e-01 -1.494807999999999993e+04
2.856555209749661817e+00 4.088466897917769627e-01 -9.602938266914920473e-02 1.186302519756506205e+09 3.031237684955186396e+01 5.885492772191422972e-01 -2.857297868860607104e-01 2.632130649517828491e+00 6.573018370436892077e+00 4.478938150501361390e-03 5.344977487833268981e-01 -1.494807999999999993e+04
2.922878193449400364e+00 3.108855830332089010e-01 -3.991967634847996549e-01 1.186302519753004551e+09 3.326389279631086993e+01 9.062319135618503996e-01 -3.084498597532461805e-01 2.360869203661339011e+00 6.599352364831498896e+00 1.241047241582874695e-02 6.990946535520914384e-01 -1.494806999999999971e+04
1.425921548785244131e+00 2.646270576654420892e-01 -3.601285449978707254e-01 1.186302519753114939e+09 3.208227046149622907e+01 7.727255146163929389e-01 -8.855394032001653315e-01 1.179249002662043910e+00 7.348625403697703895e+00 1.046327158486611564e-01 4.929983908019425765e-01 -1.494806999999999971e+04
4.138947513408891332e+00 4.423119957748424813e-01 -3.305773359758860663e-01 1.186302519753371000e+09 3.296466247845311415e+01 9.811219744869775772e-01 -8.794550546315145212e-01 2.976468491884564083e-01 7.096901864054431464e+00 1.793579985173186786e-02 7.240908881785873552e-01 -1.494806999999999971e+04
4.270777734005053894e+00 1.818958223702470123e-01 -5.607658962377837231e-01 1.186302519750189543e+09 2.986544768097798297e+01 4.560446931664007830e-01 -8.224749280347585234e-01 1.171569193249293095e+00 7.127635802254531860e+00 1.027618173630689691e-01 4.883289415180854243e-01 -1.494806999999999971e+04
1.219222745120497997e+00 2.524822059755478798e-01 -5.724631351308161475e-01 1.186302519750321388e+09 3.451845796401616440e+01 9.951450362809503014e-01 -6.473467077584968976e-01 5.677576252507403609e-01 6.924149978255697668e+00 4.338237500788106327e-01 4.241556370412833954e-01 -1.494806999999999971e+04
5.739390757146618505e+00 2.990550641024999345e-01 -3.779996833530619993e-01 1.186302519752457380e+09 3.395525608024833986e+01 8.496585711418850329e-01 -8.661060550267190017e-01 2.337987843428776635e+00 7.259331238824765720e+00 1.430953554222224866e-01 7.280899484062218763e-01 -1.494806999999999971e+04
2.286235167140525881e+00 1.845185799972964280e-01 -3.605331740058684842e-01 1.186302519752850533e+09 3.155616784338591074e+01 7.666902357884914920e-01 -6.509742834345145779e-01 1.936355670119576322e+00 6.785235259647555139e+00 3.361048693993619607e-01 3.454775549288380265e-02 -1.494806999999999971e+04
3.138744305559164172e+00 2.783335098394389417e-01 -4.715589270540598843e-01 1.186302519752107620e+09 3.280130010863287282e+01 6.596294777509352780e-01 -9.717101331716933021e-01 2.359387860773558554e+00 7.322454592503554238e+00 5.521432373778681901e-01 1.270487158519540138e-01 -1.494806999999999971e+04
4.530659662406157473e+00 2.782707898655084056e-01 -4.238405196199849789e-01 1.186302519751705885e+09 2.943319929798832391e+01 7.401311673447580342e-01 -7.018433068696549038e-01 1.402206703015215439e+00 6.882464536167547386e+00 5.696876417683924970e-02 3.829095857669767566e-02 -1.494806999999999971e+04
3.248709476467900981e+00 2.771093920952787948e-01 -5.209535448679292191e-01 1.186302519751426458e+09 3.319082996956204568e+01 9.353933280650599258e-01 -7.754980382153088270e-01 2.396515665520327687e+00 7.091177901964605290e+00 6.467372519418183863e-02 7.879928645641102181e-01 -1.494806999999999971e+04
5.217754260039508374e+00 3.043283273342441975e-01 -2.902684828807391426e-01 1.186302519753338575e+09 3.200468868334171191e+01 6.334595950026489231e-01 -9.274327483028772523e-01 1.993048128227606020e+00 7.327251136498602158e+00 1.648048357990854473e-01 4.786348886915364753e-01 -1.494806999999999971e+04
5.543135383734528965e+00 2.418621072845472397e-01 -3.940022748574308897e-01 1.186302519751742601e+09 2.857351520832213509e+01 4.393598161509843503e-01 -9.605437270316197207e-01 2.867302135838326826e+00 7.163757382499895243e+00 2.080827764668922650e-02 1.479353501647715230e-01 -1.494805999999999949e+04
1.262036308070741519e+00 3.881958195372752773e-01 -3.180501384908854257e-01 1.186302519752121687e+09 3.072831711645763519e+01 4.713960894595976558e-01 -7.517489272029169722e-01 1.647389849451600607e+00 6.995970916116021954e+00 1.836972075902973955e-01 2.847841725818793246e-01 -1.494805999999999949e+04
5.286244292196059291e+00 5.116509561940483231e-01 -3.685407517173187042e-01 1.186302519750303745e+09 3.005001521834351408e+01 8.755648334371776143e-01 6.537261534199045876e-01 8.054156876762649242e-01 6.634593359047651795e+00 1.422483774547551594e-01 6.282455156148565589e-02 -1.494805999999999949e+04
2.243768550648923998e+00 2.824113192926401839e-01 -2.434861285660747665e-01 1.186302519754144430e+09 3.135166454163463712e+01 9.474272728918500253e-01 -7.202481288491557887e-01 1.872418870844737349e+00 6.981055628593106910e+00 1.866032902891229250e-01 2.199339242392520100e-01 -1.494805999999999949e+04
5.925573075916528154e+00 2.690306264626666777e-01 -3.532536557583842995e-01 1.186302519754500628e+09 3.038919282382871856e+01 7.628853570585873989e-01 -9.593482429105825160e-01 2.113001599013589527e+00 7.312092292420715012e+00 1.748723757706921178e-01 1.800034370203577871e-01 -1.494805999999999949e+04
8.995408578775593300e-03 2.841978820898826141e-01 -3.928317845566564048e-01 1.186302519754042864e+09 3.186625667477141022e+01 9.016542638789605268e-01 -8.214298855619253104e-01 2.200672278133780857e+00 7.083944470963229989e+00 3.504010354110106418e-01 2.567612367705273124e-01 -1.494805999999999949e+04
1.242436546218947280e+00 3.655841644499999155e-01 -4.617374424503994379e-01 1.186302519750889301e+09 3.321547193404155962e+01 7.995788367272996799e-01 -8.519653017697585984e-01 7.057886295515143349e-01 7.231297245219353798e+00 2.771447927703166170e-01 4.824342824260883789e-01 -1.494805999999999949e+04
4.686031563732349525e+00 2.167105509662610729e-01 -4.029869309641713193e-01 1.186302519753522635e+09 3.169374885401424535e+01 8.828355374419547541e-01 -9.532033812037098430e-01 8.594203272770956081e-01 7.327836257977745404e+00 7.734625584349874572e-02 4.865766227521282072e-01 -1.494805999999999949e+04
4.226771943492499517e+00 4.906730255914328875e-01 -1.127237659962137539e-01 1.186302519755275011e+09 3.273582538674035192e+01 9.099618691367835632e-01 -7.958194259348954080e-01 8.696144936382071977e-01 7.069649485471904526e+00 5.429226813508899671e-03 6.374743450732609507e-01 -1.494805999999999949e+04
7.203362272049532167e-02 4.790503525420319875e-01 -2.508495305362680172e-01 1.186302519752757549e+09 3.164641385395790607e+01 6.124332903123994587e-01 -2.425293996204088143e-01 2.948163623173251313e+00 6.471725594942346227e+00 3.915551310252113337e-01 9.262667659101339601e-02 -1.494805999999999949e+04
3.081694817750374238e+00 3.215214776260921781e-01 -4.572186409150144071e-01 1.186302519751359224e+09 3.203327044664970202e+01 6.943883760010680639e-01 -5.143429039487643628e-01 2.465512047956921471e+00 6.838876297900396750e+00 2.786712812073034451e-01 3.086801987640215295e-01 -1.494805999999999949e+04
1.787664170573596500e+00 4.300149078870345032e-01 -1.946784420677141192e-01 1.186302519754443407e+09 3.000545102422533716e+01 7.908379112071431960e-01 -3.871139420321426106e-01 1.369015590813606131e+00 6.627097200741088656e+00 1.203387804104938397e-01 5.043581447901428205e-02 -1.494805999999999949e+04
1.739461990828189419e+00 3.778873460051866973e-01 -3.081384367126486223e-01 1.186302519752600908e+09 3.103027349875463869e+01 7.874067171514789187e-01 -8.663396439467468957e-01 1.675386852844029217e+00 7.048754834543948355e+00 1.719159134034717873e-01 1.194172276800537918e-01 -1.494804999999999927e+04
2.063964132869022361e+00 3.877854485810648399e-01 -4.351039191362575664e-01 1.186302519751443148e+09 3.319922728323867034e+01 8.393097256023088759e-01 -9.928026702293538674e-01 1.464186169727103914e+00 7.297639348347918720e+00 7.858661609908711154e-02 7.488532576110259464e-01 -1.494804999999999927e+04
3.272128257680583463e+00 4.119406017090506134e-01 -3.129910126721986430e-01 1.186302519752197266e+09 3.096646047627088905e+01 4.974597662377482910e-01 -9.372315295545520231e-01 3.033598902008888487e+00 7.207869220071244420e+00 2.966916862407270039e-01 2.535754625209969415e-01 -1.494804999999999927e+04
2.780939174102036587e-02 1.926976573357881695e-01 -3.903897937095442416e-01 1.186302519753156662e+09 3.181079029515425560e+01 5.882643578169542975e-01 -8.700639637612354038e-01 2.750851313501808892e+00 7.082784853707026151e+00 1.827764132320157942e-01 5.749272855561338158e-01 -1.494804999999999927e+04
3.200887680765784893e-01 2.519504434713941143e-01 -3.955597803034007764e-01 1.186302519751464605e+09 3.152996807279218316e+01 4.346984709219133824e-01 -9.138393497204866378e-01 4.795265982446450526e-01 7.141965689033793474e+00 2.722771173538215406e-01 5.280693409015367878e-01 -1.494804999999999927e+04
2.644876049344439539e-01 1.973653267498843844e-01 -4.806279388464524405e-01 1.186302519752031803e+09 3.308444067685208267e+01 6.232914321339426689e-01 -8.548857149816047052e-01 2.873268870305068390e+00 7.176341461361078977e+00 3.759398612957248198e-01 4.753730356697400405e-01 -1.494804999999999927e+04
1.748394437860134598e+00 4.322196918162398149e-01 -1.172822421158730283e-01 1.186302519754237890e+09 2.965340464286231992e+01 3.889769001023111183e-01 -8.594393743559550769e-01 2.160940486189369736e+00 7.060410882889520678e+00 2.073543362559501779e-01 2.254737411249496115e-01 -1.494804999999999927e+04
4.917771461522634779e-01 2.981064592624969589e-01 -4.248414634889077779e-01 1.186302519751559258e+09 3.257878438274248367e+01 8.743409171114364664e-01 -7.722426012920405869e-01 9.425369957910777197e-02 7.260361273723796138e+00 3.566749694008000682e-02 6.515811224367638044e-01 -1.494804999999999927e+04
5.393114917838670586e+00 4.715560409855489299e-01 -1.855090352453217517e-01 1.186302519754881859e+09 3.131511077327298409e+01 8.767671934128553612e-01 -9.908207276511667994e-01 1.755806113576536154e+00 7.358621927812777130e+00 3.862539755640582162e-01 5.199177144711999293e-02 -1.494804999999999927e+04
2.240908072205950674e+00 3.241532351245480781e-01 -3.820961035219858637e-01 1.186302519750455141e+09 3.013077543886558729e+01 4.468938125252460702e-01 -5.265432465472957846e-01 2.110504308363325698e+00 6.516441787317432954e+00 2.715607874670169508e-01 2.201945981300239830e-01 -1.494804999999999927e+04
4.741164648830570094e+00 3.942142082451106089e-01 -2.402599785523241716e-01 1.186302519754199505e+09 3.057253882449719029e+01 6.620804674119512567e-01 -8.985717555889954911e-01 1.100708145517873549e+00 7.260993372528529832e+00 2.794507473153244326e-01 2.692296190239181972e-02 -1.494804999999999927e+04
2.827696199213284078e+00 3.870454391262808103e-01 -3.307853328541945359e-01 1.186302519752632380e+09 3.341218243398903098e+01 7.222698868834124264e-01 -9.312697154579120395e-01 2.594380329937585383e+00 7.326681558003556916e+00 5.745316187984053080e-01 4.764918014407790170e-02 -1.494804999999999927e+04
2.175722424058796900e+00 2.524591410712337947e-01 -4.157547375778906096e-01 1.186302519751184702e+09 3.418493713804443956e+01 6.823456615729345254e-01 -8.262810495036421177e-01 1.978334869031627363e+00 7.069366127629714391e+00 6.189906902118765819e-01 3.925800899490251156e-02 -1.494804999999999927e+04
6.253908871676323145e+00 2.674268574909711149e-01 -5.176139723466861575e-01 1.186302519750711918e+09 3.383542435255282754e+01 9.162334285248815435e-01 -9.831374228500135981e-01 2.421767979371388435e+00 7.427627339911258453e+00 1.628840220821458074e-01 7.472670569968216103e-01 -1.494804999999999927e+04
3.584854838261286147e+00 1.900697976763678632e-01 -4.191872283094061347e-01 1.186302519753332853e+09 3.149383527412206263e+01 7.224398837120509231e-01 -9.641393753535043576e-01 2.964714278642757606e+00 7.343163811888697268e+00 1.255209049409442557e-01 4.696615281615652004e-01 -1.494804999999999927e+04
2.859701104567948793e+00 4.180268980488749397e-01 -3.504171437349002383e-01 1.186302519752064943e+09 3.220210139187615539e+01 8.048326155696368112e-01 -9.723276176552841932e-01 2.581136290329995919e+00 7.301405351431475843e+00 2.470667802722203987e-02 6.563624921033330839e-01 -1.494804999999999927e+04
3.029462642064625122e+00 2.144436377609309219e-01 -4.302415184340942500e-01 1.186302519752354145e+09 3.365156064141635994e+01 7.269834838192994475e-01 -9.182305305905964499e-01 2.708668859793744499e+00 7.362259619182567327e+00 4.898541881167640666e-01 2.153873081412099322e-01 -1.494804999999999927e+04
7.902971251170596290e-01 4.160162813320331110e-01 -4.013491227359068381e-01 1.186302519750960350e+09 3.196411085867026003e+01 7.276863873947532202e-01 -9.549719691466217464e-01 5.652606515562470513e-01 7.268959378477776845e+00 1.379396858875166776e-01 4.285077649622332507e-01 -1.494804000000000087e+04
8.252962640563270558e-01 5.213856078855064746e-01 -1.580998167013585864e-01 1.186302519754888058e+09 3.141507779680579659e+01 8.327980854101938446e-01 -6.571780705886397511e-01 8.161720726096918233e-01 6.779385309718277242e+00 1.543521950085879058e-01 2.176338908204928091e-01 -1.494804000000000087e+04
1.805395964111414120e+00 3.324691832345252895e-01 -4.818161787827970333e-01 1.186302519751216173e+09 3.266604260432767859e+01 9.078377176811499583e-01 -9.534412147964548279e-01 1.212888660293721443e+00 7.135251845506224377e+00 4.691100430020905265e-01 8.775852773833439646e-02 -1.494804000000000087e+04
6.217598624623538406e+00 3.609590354404793588e-01 -4.762100079790334561e-01 1.186302519750443220e+09 3.346517466597368440e+01 6.575051167084123849e-01 -4.240072917953725540e-01 2.554880991858114125e+00 6.571563720774112660e+00 6.185535347749303581e-01 2.897904990490294749e-02 -1.494804000000000087e+04
5.806097895318648838e+00 3.253741177651059413e-01 -2.543007381920168175e-01 1.186302519753256798e+09 2.956083048703257887e+01 3.786060740424312399e-01 -4.717506107163867979e-01 2.012721005749936731e-01 6.501404588871555035e+00 2.275814960719007851e-01 2.818085925872404474e-02 -1.494804000000000087e+04
3.926865730034541535e+00 1.606733392331671229e-01 -5.397608956067420083e-01 1.186302519751543283e+09 3.163526549234794416e+01 8.175177408251431688e-01 -9.355851387156087773e-01 4.706893272804241191e-01 7.231919480105096554e+00 2.627333987337975296e-01 1.256681963584837525e-01 -1.494804000000000087e+04
2.406373173141299393e+00 3.559072038528829918e-01 -2.366445352564089388e-01 1.186302519754857063e+09 2.882079271503685902e+01 5.489790833700078920e-01 -7.810706062658361315e-01 2.433734901763068059e+00 7.091880036360504569e+00 2.347662006701173310e-02 1.415671114111370921e-01 -1.494804000000000087e+04
5.629580570892527003e-02 2.102084021969808092e-01 -4.456527206783181816e-01 1.186302519752682209e+09 3.286302378668212043e+01 8.083102562815966952e-01 -7.221513895337896560e-01 2.453739549948252829e+00 6.931495694946904429e+00 4.184257660075919039e-01 3.294356611869731499e-01 -1.494803000000000065e+04
2.353171791977851868e+00 4.149391761386433952e-01 -1.955813482868797859e-01 1.186302519755172014e+09 3.179860033582920309e+01 7.866939566686602658e-01 -8.630060343035967918e-01 1.661396555055430824e+00 7.291127720415861546e+00 2.603458375966292704e-01 3.310651441459759314e-01 -1.494803000000000065e+04
1.745531578518248583e+00 4.288872080879750359e-01 -3.878055040668526021e-01 1.186302519750394821e+09 3.078304293978527539e+01 4.935842952483229795e-01 -9.371405409869368874e-01 1.735776502923913833e+00 7.077003762662469555e+00 5.543226159385332419e-02 7.876964680555669229e-01 -1.494803000000000065e+04
3.044005344107215016e+00 2.492994816057431673e-01 -3.298114196526923947e-01 1.186302519754612207e+09 3.074265536193959392e+01 8.525266315059749633e-01 -9.666052662694782915e-01 2.568830183668702638e+00 7.403940192919000296e+00 2.365228182638388077e-01 1.135641835039003233e-01 -1.494803000000000065e+04
2.511533278960039084e+00 4.584925722791540759e-01 -5.251797009695595431e-02 1.186302519757089138e+09 3.194242206701712306e+01 9.106176047416842945e-01 -3.867375414932950894e-01 2.118100794964344225e+00 6.356126191048486085e+00 8.371105550286957186e-02 4.792402360974676867e-01 -1.494803000000000065e+04
2.953321926929660890e+00 4.180850085831104290e-01 -4.113394123366494459e-01 1.186302519751475573e+09 3.179938687898333427e+01 6.199835581342946211e-01 -8.414279165380629533e-03 2.529875593870440920e+00 6.410942703219863148e+00 3.094710010997648864e-01 1.292936246425724633e-01 -1.494803000000000065e+04
2.743522059636798183e+00 3.578668207511035426e-01 -3.794005925967587345e-01 1.186302519752119780e+09 3.197141091500517973e+01 5.024592318682910008e-01 -5.027936431420777508e-01 2.949115525049758713e+00 6.814266099001650367e+00 1.157433393493389195e-01 7.812580429688182893e-01 -1.494803000000000065e+04
1.594193921313799667e+00 3.397149652947764054e-01 -4.335146581702555846e-01 1.186302519752349138e+09 2.969187554780982197e+01 9.054949270038314957e-01 -4.103052678107372842e-01 7.989348314816396845e-01 6.379458502084428773e+00 3.210755620892061235e-02 2.363525747999439819e-01 -1.494803000000000065e+04
