# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
1.012410234016078991e+00 1.593941704446105168e-01 -5.198249107857040308e-01 1.186302519751271725e+09 3.086030157866031232e+01 7.919515860523711481e-01 -9.207835468639236076e-01 5.349799926317175824e-01 7.090396867711075579e+00 1.639046921808276838e-02 4.762962658706247909e-01 -1.494596999999999935e+04
6.153023598893357260e+00 2.712503371006862452e-01 -5.214886737448508613e-01 1.186302519751893044e+09 3.069073557580438560e+01 9.357214581718797941e-01 -8.433385699574846850e-01 2.272629014296014827e+00 7.016195505082380990e+00 2.747354611704271865e-01 7.455305815316268236e-02 -1.494596999999999935e+04
4.192288387000996153e+00 2.425367481192925168e-01 -5.203707409022247932e-01 1.186302519751036644e+09 3.050299488967672801e+01 6.628785557207031998e-01 -7.407327484479734325e-01 8.914360852315167394e-01 6.822367859136612367e+00 1.287639873943040303e-01 2.384439674186802915e-01 -1.494596999999999935e+04
3.481962022431093651e+00 3.251982476434014946e-01 -3.238190146532398672e-01 1.186302519753941536e+09 3.243057366042451406e+01 9.224847550251067396e-01 -9.136067381110294372e-01 2.886194442407698624e+00 7.132388908357398805e+00 7.342609936545818616e-02 6.252602800620277179e-01 -1.494596999999999935e+04
2.710324953903394007e+00 2.425975931419573073e-01 -5.206981366894449792e-01 1.186302519751061201e+09 2.815856175507529713e+01 4.433126490291544042e-01 -7.065438516427843263e-01 2.643546434664576505e+00 6.723631362307545878e+00 4.462354153798683831e-02 2.635928886029118567e-01 -1.494596999999999935e+04
3.422021879556099488e+00 2.850355640164565774e-01 -3.973261821921901804e-01 1.186302519751302242e+09 3.154709332080000550e+01 6.337077401858202119e-01 -7.769802680005771789e-01 2.459484230588618314e-01 7.088127057274966170e+00 2.100989046972320529e-01 2.923778535197824047e-01 -1.494596999999999935e+04
1.513760502503691541e+00 3.215077594012712425e-01 -5.008921547638413019e-01 1.186302519750342131e+09 3.063181097292360633e+01 6.570673258006609618e-01 -5.152525397135379048e-01 1.109956379055320186e+00 6.557673876603458574e+00 7.956844918655614496e-02 3.216847260521616958e-01 -1.494596999999999935e+04
5.482460141332698100e+00 2.832100649457746644e-01 -4.616124458976211820e-01 1.186302519752721310e+09 3.116157175096251919e+01 9.841108016632016398e-01 -8.620098399611084705e-01 1.475418564531425947e+00 7.097967690433163668e+00 4.837701797464958875e-01 2.028182282403307238e-02 -1.494596999999999935e+04
3.359537563631339374e+00 3.520671176310600226e-01 -5.019150377962566800e-01 1.186302519750239372e+09 3.065633255315201922e+01 6.556836110553057040e-01 -8.591783421582768199e-01 2.876583426240010066e+00 6.925283961535178889e+00 2.408663115039134661e-01 1.616479540985229779e-01 -1.494596999999999935e+04
1.879300121173176574e+00 2.318581581788356494e-01 -5.365285464359558221e-01 1.186302519750196457e+09 3.027026248829604071e+01 7.307236507552232752e-01 -5.565331035594864861e-01 1.389930018232493847e+00 6.857069496224453609e+00 1.295363569458553299e-01 2.124694660357823728e-01 -1.494596999999999935e+04
4.815189073807274234e+00 4.506172759921618920e-01 -2.315259498986965980e-01 1.186302519753147602e+09 3.029753200461956908e+01 6.201152338844407863e-01 -9.625610469208232267e-01 1.459484715279129929e+00 7.036223048272002067e+00 8.752913551666713365e-02 3.912043227083367714e-01 -1.494596999999999935e+04
2.759629623821013844e+00 2.626317782279183333e-01 -5.859103666180967007e-01 1.186302519750276566e+09 3.205785267244361592e+01 9.493414081499766954e-01 -9.403887995944771871e-01 2.087820050158827545e+00 7.302190222843731426e+00 2.089900954957412682e-01 3.872345232057047282e-01 -1.494596999999999935e+04
1.454077872624939483e+00 2.505712953434232060e-01 -4.549187941199874796e-01 1.186302519752284288e+09 3.098592198658764119e+01 9.743837002373000322e-01 -9.994355507104718539e-01 6.804502314643350314e-01 7.249196005908054019e+00 1.159060763355922175e-01 3.573519467347782697e-01 -1.494596999999999935e+04
1.095323563999641703e+00 4.471854577423270971e-01 -2.936622691770683358e-01 1.186302519753570080e+09 3.190942084015171432e+01 8.034233712711748021e-01 -1.798192802915643818e-01 7.301559284507719294e-01 6.050413388676313176e+00 7.892248993895599474e-02 4.022743452464506153e-01 -1.494595999999999913e+04
1.869894394624031397e+00 1.969827254031474850e-01 -4.549382951197381009e-01 1.186302519751050472e+09 3.232169659525085592e+01 5.758376553263739872e-01 -4.403476331859081383e-01 1.916562712442652305e+00 6.499434074369485614e+00 1.475129531103105684e-01 6.551312477955959501e-01 -1.494595999999999913e+04
2.753127860014944250e+00 4.308980267797071773e-01 -2.591374799624556746e-01 1.186302519753326178e+09 3.270563321521885314e+01 8.903082356282846499e-01 -9.493581648320708055e-01 2.392084980805966321e+00 7.279690234282370831e+00 2.106752521837739270e-02 6.688680802748718790e-01 -1.494595999999999913e+04
4.833978585312690868e+00 3.375269084288475274e-01 -4.231784813743041940e-01 1.186302519751217365e+09 3.067206301217120412e+01 5.954560707893736815e-01 -5.623539478255470403e-01 1.478131921469918897e+00 6.836944566243702504e+00 1.823435252540147322e-01 2.455132611309384372e-01 -1.494595999999999913e+04
9.152093749703910097e-01 2.131637556858881899e-01 -4.358072576685623756e-01 1.186302519751671791e+09 3.270511118840972387e+01 6.167802394913821651e-01 -9.421491944469697621e-01 7.704717809686106866e-01 7.166817510260059088e+00 2.210518951747721395e-01 5.359574858750764115e-01 -1.494595999999999913e+04
3.288380914073990358e+00 2.439143324611032226e-01 -3.521865429716238838e-01 1.186302519753238916e+09 3.164067773270049599e+01 5.577704080224411554e-01 -6.942304224182339611e-01 3.027609108386540626e+00 6.988291841557310313e+00 3.805937679053936207e-01 1.277033869755824780e-01 -1.494595999999999913e+04
2.852220499931114706e+00 3.390764603096452778e-01 -4.431068204258025167e-01 1.186302519751652718e+09 3.048279224604858229e+01 5.900633964034541767e-01 -3.614019752292665921e-02 2.626030443653395441e+00 6.462739908349591111e+00 2.194927926984033550e-01 4.690626353080207256e-02 -1.494595999999999913e+04
9.258005024796515103e-01 3.621212533515363319e-01 -3.396381402053271215e-01 1.186302519753618240e+09 3.285985993332057831e+01 9.167768245713558972e-01 -7.778912344889088448e-01 4.927222506485066100e-01 7.122675539101666509e+00 1.943557907084642877e-01 4.770012037253901771e-01 -1.494595999999999913e+04
1.768864480313352860e+00 4.547999376149313711e-01 -2.357844488882543110e-01 1.186302519753715038e+09 3.279098668702226860e+01 9.436414937789577850e-01 -7.646320040030790688e-01 1.277941750533168497e+00 7.005332468131273416e+00 6.104626323703772617e-02 6.223613908478793366e-01 -1.494595999999999913e+04
4.466856747082647239e+00 3.903346163163256555e-01 -4.049639990580833904e-01 1.186302519751228571e+09 3.203907812009143896e+01 6.505390766688766702e-01 -4.088286071226766571e-01 1.082748481008522168e+00 6.653461602325355884e+00 1.350720533645840549e-01 5.824377854027229517e-01 -1.494595999999999913e+04
4.875621958142094314e+00 2.545776431903911119e-01 -4.662476943685814890e-01 1.186302519751369953e+09 3.403872025332503171e+01 7.441861084612414468e-01 -9.548456921194086178e-01 1.361628179779548198e+00 7.298851522741486519e+00 5.940697830341183927e-01 1.174297172139670553e-01 -1.494595999999999913e+04
5.418026711628006531e+00 2.298729171872296029e-01 -4.586998085586622698e-01 1.186302519751149178e+09 3.218374002179572813e+01 9.795312841028777084e-01 -7.171235254478944832e-01 1.918431999207102612e+00 6.807098616624686294e+00 1.039969725207092743e-01 3.729520906127308244e-01 -1.494595999999999913e+04
4.250607807773270963e+00 3.312248376085143997e-01 -3.906170551028511073e-01 1.186302519751663685e+09 3.098169862737567470e+01 6.768391414932105610e-01 -9.748465102493769630e-01 9.228442201942186340e-01 6.952273005834771702e+00 9.212728972825813545e-02 3.667556921651670132e-01 -1.494595999999999913e+04
1.952860538650814881e+00 4.265787297286502966e-01 -1.913363198344067151e-01 1.186302519753262281e+09 3.109526115069835939e+01 6.289246675760763461e-01 -6.663943247848620466e-01 1.961400048666253948e+00 6.854151323387705830e+00 1.434516415796385502e-01 2.615121178656776291e-01 -1.494595999999999913e+04
3.275151320229077623e+00 2.594315728210608851e-01 -3.719031166390455168e-01 1.186302519754041910e+09 3.095656426564101338e+01 7.537271924864942241e-01 -9.160725241237656080e-01 2.572365335915645979e+00 7.121227392569669412e+00 2.496320850380781553e-01 1.731586238938428168e-01 -1.494595999999999913e+04
2.082935043378583373e+00 3.224334527263893468e-01 -4.544878126494660830e-01 1.186302519750622988e+09 3.221833377041620849e+01 5.159802612991309934e-01 -9.810700707054427205e-01 2.062123335443429628e+00 7.159096761115178786e+00 4.394930042122359160e-01 1.653050207061427385e-02 -1.494595999999999913e+04
1.077200562396601669e+00 3.707656296334506663e-01 -3.692689497737747795e-01 1.186302519752125740e+09 3.041447423025173791e+01 5.881345894773510885e-01 -9.105258968235240280e-01 1.156694352228005318e+00 7.012124186794951974e+00 2.059812567584391740e-02 3.660488013006050756e-01 -1.494595999999999913e+04
2.961722081640572934e+00 2.756935997703517383e-01 -5.294287971470263976e-01 1.186302519750618458e+09 3.147877096691900434e+01 7.869018369941931379e-01 -8.723910050880145928e-01 2.619633904881220943e+00 7.116350439130580519e+00 1.752152383285278114e-01 2.566163864915186332e-01 -1.494595999999999913e+04
2.171414039292868026e+00 1.593606334545114855e-01 -5.117664222649798145e-01 1.186302519751165152e+09 3.025846484277133186e+01 7.525088701875092267e-01 -6.304816937846885461e-01 1.613642489354998544e+00 6.686815626821584146e+00 1.802727998969141654e-01 1.292749140023395082e-01 -1.494595999999999913e+04
9.988480557288140771e-01 2.393810673453597715e-01 -4.559921210981466855e-01 1.186302519753003836e+09 3.302285202671003361e+01 9.264536475322379117e-01 -9.821551752159866089e-01 3.640237791415711355e-01 7.344922136355910958e+00 4.540548914146818604e-01 1.999360712276732344e-01 -1.494595999999999913e+04
4.149794771020678397e+00 2.737593044089671745e-01 -4.872731824006342749e-01 1.186302519752182484e+09 3.140832302990058267e+01 6.798949736267062560e-01 -6.626538490411928439e-01 5.106285177059851632e-01 6.879681516442976985e+00 9.017027596500241937e-02 5.185003807449216628e-01 -1.494595999999999913e+04
8.815606216092901626e-01 2.581433693643877536e-01 -3.473707701630457390e-01 1.186302519752312183e+09 3.123128120197218394e+01 5.179261007291605656e-01 -9.601869423172568752e-01 1.073940150304782293e+00 7.109565637392202042e+00 1.420392138614546274e-01 4.791534793896530253e-01 -1.494595999999999913e+04
2.306778811993523526e+00 2.528517955536628836e-01 -3.885431146599115371e-01 1.186302519751316786e+09 3.282058568336336180e+01 7.460785188315934846e-01 -3.290498094041416910e-01 1.891149737008778198e+00 6.254991175608629383e+00 4.326832715348343794e-01 2.090300609634802853e-01 -1.494595999999999913e+04
5.702573793915859390e+00 2.588728249399013803e-01 -5.750178031758342856e-01 1.186302519750157118e+09 3.360716051426391004e+01 8.980749298927429569e-01 -8.778610502454624598e-01 2.156035085599162571e+00 7.224987394229096971e+00 4.553004000713919974e-01 2.476599359106664844e-01 -1.494595000000000073e+04
5.044162710515763592e+00 3.071552584881390158e-01 -3.426671996965549583e-01 1.186302519753531218e+09 3.207104304155662788e+01 7.226146108545407065e-01 -8.176209404160017513e-01 1.225210884246032084e+00 7.105685039757198673e+00 3.990481341216357558e-01 1.811659427556212010e-01 -1.494595000000000073e+04
2.377707598966188662e+00 4.204369563199982784e-01 -2.697056660334608558e-01 1.186302519752393246e+09 3.030749377616060869e+01 4.684503541942341420e-01 -9.129348470721394548e-01 2.675124648531959526e+00 7.040168575028571851e+00 1.451923425845585980e-01 3.044739067094582863e-01 -1.494595000000000073e+04
1.216178895992659825e+00 2.761795565574288180e-01 -4.141779250896396314e-01 1.186302519752812862e+09 3.250237286506717282e+01 6.183423823289451171e-01 -7.540462272163503954e-01 7.612963014997240485e-01 6.922128378059138498e+00 3.075447095395922315e-01 4.200256722512339391e-01 -1.494595000000000073e+04
1.929192564324236026e+00 1.861083302286048458e-01 -4.434891921538700599e-01 1.186302519751756668e+09 3.117549467540824892e+01 6.148080771404376144e-01 -9.910030677696518575e-01 1.769804816007082282e+00 7.086423008854549899e+00 1.007945934379728403e-01 4.938331787577369125e-01 -1.494595000000000073e+04
5.324784179745869928e+00 2.843819997847478187e-01 -3.814439500047595022e-01 1.186302519751725674e+09 3.305222063253361142e+01 8.618119089898067520e-01 -4.969576369701342311e-01 1.810604899931729461e+00 6.693609246379645938e+00 1.879441754143892918e-02 7.112351956173764700e-01 -1.494595000000000073e+04
2.541623275199338838e+00 2.463146010416516207e-01 -5.164090704931846298e-01 1.186302519751403093e+09 3.045568066692798581e+01 6.363002443045060463e-01 -8.227251905566549395e-01 2.127197587170954751e+00 7.111647296234282933e+00 1.600160742423706317e-01 1.999003942085619823e-01 -1.494595000000000073e+04
4.343603406208174533e+00 4.697184377773292452e-01 -1.654093962332512380e-01 1.186302519754370213e+09 3.001053018658240390e+01 4.990351209746832772e-01 -6.419744466514423209e-01 1.220469557444680886e+00 6.761085844282181512e+00 1.606161043420742951e-01 2.474854274059777315e-01 -1.494595000000000073e+04
6.105927575368766291e+00 3.518020359615578463e-01 -4.913461344301175426e-01 1.186302519750513554e+09 3.200618405447122683e+01 7.227230320122760565e-01 -9.390047341642397960e-01 2.425499408999167272e+00 7.113100355800767716e+00 1.476124130732057727e-01 5.478917680945415425e-01 -1.494595000000000073e+04
1.013343734212624581e+00 1.601791943227593995e-01 -4.990973374671917040e-01 1.186302519752005339e+09 3.101845935138573296e+01 6.414423283042633983e-01 -8.284407707249105135e-01 7.399146197458486007e-01 7.068437812539528409e+00 1.793212635648809838e-01 3.098669240084563348e-01 -1.494595000000000073e+04
2.999962879876248767e+00 3.315765269428986861e-01 -3.309525326252956146e-01 1.186302519753332376e+09 3.221891107594390746e+01 8.648882474801157239e-01 -8.936521827289584108e-01 2.461101913177303313e+00 7.183771400418338615e+00 3.470233283975456273e-01 2.373285646865911092e-01 -1.494595000000000073e+04
1.796758080537945945e+00 3.192967234301653523e-01 -4.382406499824168522e-01 1.186302519751656294e+09 3.073028149715796786e+01 9.612464256821831032e-01 -3.263133466314956377e-01 1.437543430207588679e+00 6.414592124294344444e+00 1.362539901370107831e-01 1.493754561873558706e-01 -1.494595000000000073e+04
4.091850891948241475e+00 2.950771081721229594e-01 -3.271582817943510246e-01 1.186302519753985643e+09 3.268580537277149034e+01 8.877278318183047245e-01 -8.513413100469037209e-01 6.750678920401700367e-01 7.159902154438267274e+00 1.873415011111018436e-01 4.220275949692237072e-01 -1.494595000000000073e+04
7.993906871172830053e-01 2.052951869782668470e-01 -4.364112440440449658e-01 1.186302519752965689e+09 2.956478848515528668e+01 4.328001638305156162e-01 -6.406135581995756612e-01 9.476554878534639847e-01 6.715832221427662674e+00 1.887905448171569300e-01 1.782541513771560837e-01 -1.494595000000000073e+04
5.832294510638545759e+00 4.298649750533988234e-01 -1.759385062016934342e-01 1.186302519755149126e+09 3.075572076923619491e+01 8.872901459564430660e-01 -9.233049384744830279e-01 2.394036096484675191e+00 7.136119622896027082e+00 1.827096498159704041e-01 7.054507240256152611e-02 -1.494595000000000073e+04
5.710201196963892833e+00 2.921881597000935971e-01 -5.252226826989723207e-01 1.186302519750071287e+09 3.306941009712474511e+01 6.837469903690702733e-01 -8.399771921463101698e-01 2.241543477624556413e+00 7.091348689584667575e+00 8.871478592438235278e-02 7.784146497418821253e-01 -1.494595000000000073e+04
4.321030400998141729e+00 2.096955779210218362e-01 -5.526228058944958610e-01 1.186302519750619650e+09 3.176909926163256515e+01 9.951365414235417983e-01 -7.747587608471449006e-01 1.007951424793733342e+00 6.991405412182951196e+00 6.781420428868650818e-02 3.733239026792598558e-01 -1.494595000000000073e+04
1.201136995474278768e+00 2.500021281572190057e-01 -4.566092159111817539e-01 1.186302519752486229e+09 3.053269411790067878e+01 5.355103818258247772e-01 -2.986890505021859155e-01 9.252133667982481713e-01 6.474468096776892168e+00 3.205057233202777134e-01 2.007841044714380949e-02 -1.494595000000000073e+04
2.627453919794466408e+00 3.387879382883456914e-01 -2.480715696531870795e-01 1.186302519754366398e+09 3.058231134762315762e+01 6.052371632984479000e-01 -9.013728745388162045e-01 2.355548652822950118e+00 7.001237262425788366e+00 2.030698678260412227e-01 1.616592275460716766e-01 -1.494595000000000073e+04
4.039321317335984318e+00 2.214568221951014049e-01 -4.290202776132643891e-01 1.186302519752930641e+09 3.005922264350160944e+01 5.565676337822796915e-01 -5.261142852764365552e-01 9.260556350424375971e-01 6.508920368495491715e+00 1.432739833740039326e-01 1.427906003379798006e-01 -1.494595000000000073e+04
3.296683893367666762e+00 3.617537659456634969e-01 -2.299930414011859270e-01 1.186302519754814148e+09 3.200251210049921724e+01 8.829698951469655555e-01 -5.772147018416586839e-01 2.807646938042521523e+00 6.967474440660168966e+00 2.586223230645005589e-01 2.757603704184529159e-01 -1.494594000000000051e+04
4.293503359426646959e+00 2.218614786387685389e-01 -5.010630218429326099e-01 1.186302519750925779e+09 3.024057288973331126e+01 5.942316932608093794e-01 -8.150757201221612291e-01 1.023866485186074593e+00 7.027185378211119549e+00 8.665212039263250898e-03 4.136560641167769115e-01 -1.494594000000000051e+04
4.585498299402319233e+00 2.473350680037440519e-01 -4.886626734366754654e-01 1.186302519750698328e+09 3.239244652758473819e+01 6.810632288521698552e-01 -9.189587264206499073e-01 1.073982512515039955e+00 7.259526536909566730e+00 4.841803353718096559e-01 3.256621763560033772e-02 -1.494594000000000051e+04
3.771083302333905873e+00 3.047613563473789977e-01 -3.935490091363067489e-01 1.186302519752046824e+09 3.097976542482124884e+01 5.877038819018804983e-01 -9.595156356681416865e-01 5.113438939824317409e-01 7.208159107765212958e+00 9.682950962247890980e-02 3.924977162957768440e-01 -1.494594000000000051e+04
5.024071351561645749e+00 2.996822723168188762e-01 -2.800378637546914184e-01 1.186302519754502773e+09 3.112598738800303622e+01 6.813732908071599148e-01 -9.290885030339181005e-01 1.560515548364057592e+00 7.276578349076484820e+00 8.228130317675728944e-02 4.599945176807198610e-01 -1.494594000000000051e+04
4.522830148145183138e+00 2.625714265283480287e-01 -5.604349446558259951e-01 1.186302519750275373e+09 3.210729604685530347e+01 7.342219939458500821e-01 -7.921275397053756384e-01 7.198902892634977402e-01 7.067689907937266369e+00 2.448878097503660312e-01 4.167118084473789841e-01 -1.494594000000000051e+04
3.236795218618097270e+00 3.017428647501900207e-01 -3.335849351937784091e-01 1.186302519752987146e+09 2.970108280318026672e+01 4.774318602772549824e-01 -9.141245471874744899e-01 3.119072953677374471e+00 7.136338682700558600e+00 1.822868379011532425e-01 1.766716437716642496e-01 -1.494594000000000051e+04
5.024016358501537383e+00 2.013927416181329477e-01 -4.443121372149290149e-01 1.186302519751691580e+09 3.224774196942442472e+01 9.233032999847653466e-01 -5.586486818293318057e-01 1.457490042095025196e+00 6.834865670691654849e+00 4.682523486461831475e-01 2.384272308722166361e-02 -1.494594000000000051e+04
6.182904779594605715e-01 2.548142207403336634e-01 -3.965646722607248376e-01 1.186302519751551867e+09 3.127485027396187434e+01 6.352945034190673468e-01 -5.334196686185865843e-01 3.541662852183847798e-01 6.762665398402105232e+00 1.768549410762642604e-01 3.862089334260132567e-01 -1.494594000000000051e+04
2.809648714326089536e+00 4.230668336846888367e-01 -3.038891204905814214e-01 1.186302519754085779e+09 3.068489845480560518e+01 8.065846010697240720e-01 -9.762751654833281556e-01 2.175001794458260029e+00 7.234985546237273191e+00 2.781787621407814659e-01 1.101468205981903786e-01 -1.494594000000000051e+04
7.247711350058780866e-01 2.737256455055223636e-01 -5.464753414234112538e-01 1.186302519751408100e+09 3.113886637164587867e+01 9.099646433831436454e-01 -9.287556512363832617e-01 3.019941713987206011e+00 7.177171181956977009e+00 1.913763723976427411e-01 2.724552712998128956e-01 -1.494594000000000051e+04
3.855159315499629535e+00 1.835665969917918139e-01 -3.949716540957131650e-01 1.186302519752640963e+09 2.898733062657209558e+01 4.488623987059392473e-01 -9.906844400843428655e-01 7.786699666075235227e-01 7.084773512826807895e+00 1.559274310173569267e-01 5.776574854605120296e-02 -1.494594000000000051e+04
3.949340064644421222e+00 2.740050884094503703e-01 -4.459759536097058774e-01 1.186302519752343655e+09 3.238318150764985148e+01 9.262158809180798258e-01 -7.339079186831966028e-01 6.261301772930206733e-01 7.012199859668189816e+00 4.286602724107956841e-01 2.116797573131125668e-02 -1.494593000000000029e+04
4.400547138153175553e+00 2.336307590630559705e-01 -5.312678626958400319e-01 1.186302519750957489e+09 3.326591580588120678e+01 7.602799186924023012e-01 -7.305523485981867404e-01 9.066083814490408788e-01 7.105856026868695885e+00 4.624007797595904301e-01 1.600076188138382371e-01 -1.494593000000000029e+04
6.058289819097201878e+00 3.009026791533561118e-01 -4.827097475381983971e-01 1.186302519751321316e+09 3.263860060725206580e+01 9.935456270263091083e-01 -9.460506640500758735e-01 2.517012094910012099e+00 7.279302279737908776e+00 1.542779567716325295e-01 4.759357789819793072e-01 -1.494593000000000029e+04
5.543317613777285935e+00 3.855766036509229999e-01 -2.768253284350943311e-01 1.186302519753840446e+09 3.014134262494186700e+01 4.948204205492549024e-01 -5.613590284859023560e-01 2.518656856053445914e+00 6.719935988076138678e+00 2.305727141717857365e-02 5.416692402478899826e-01 -1.494593000000000029e+04
3.345390829639198316e+00 2.868377697504906898e-01 -4.226640490462012512e-01 1.186302519753103495e+09 3.009382556414293219e+01 7.356897186010483702e-01 -8.650015320195855173e-01 2.643641704586461305e+00 7.102405356875656217e+00 1.831745981859645434e-01 1.307827042093368808e-01 -1.494593000000000029e+04
2.992007321931469677e-01 2.771611558128553310e-01 -4.612600886439370829e-01 1.186302519750679731e+09 3.204803571635651593e+01 7.515561262122866237e-01 -8.198160631378541563e-01 1.959113149973948642e-01 7.003984465564164097e+00 2.433837483771211507e-01 2.856942919934299385e-01 -1.494593000000000029e+04
1.645868245087338977e+00 3.415381828316739754e-01 -3.719240921823957491e-01 1.186302519752312899e+09 3.220735099039264782e+01 6.255256499401400383e-01 -9.430308234086752783e-01 1.230637563427615877e+00 7.151230094907344181e+00 1.783711106398143120e-01 6.449818261919437745e-01 -1.494593000000000029e+04
4.708587515644503618e+00 3.207864347584155063e-01 -3.282991968947673311e-01 1.186302519752744913e+09 3.253543292753130345e+01 7.056618368857577872e-01 -9.276705175301429573e-01 1.396112624618095710e+00 7.270307375705304942e+00 2.421159744703126060e-02 7.687986268257483990e-01 -1.494593000000000029e+04
3.293855904407574364e+00 2.408998445556031764e-01 -4.369791807185012811e-01 1.186302519751474142e+09 3.009677793870270435e+01 5.437102675854672551e-01 -7.404177131481265439e-01 5.260842590432186772e-02 6.727650325227910066e+00 2.002781767910240540e-01 7.413649665303428948e-02 -1.494593000000000029e+04
1.566163138537278177e-01 3.208230121010698377e-01 -2.805286286830769305e-01 1.186302519753903627e+09 3.055214126993114476e+01 5.752398293505681659e-01 -5.692758177807816233e-01 5.427593754716158320e-02 6.695365993367266455e+00 2.675047241281613419e-01 4.929579799800105216e-02 -1.494593000000000029e+04
2.832759545185739469e+00 2.162768306645542760e-01 -5.021855614231625076e-01 1.186302519751607418e+09 3.084878180689331728e+01 7.750710330905066225e-01 -9.755093596030292025e-01 2.368210273532977528e+00 7.178246740798694958e+00 2.468960206727693341e-01 1.831619985033305364e-01 -1.494593000000000029e+04
3.946725071164565168e+00 3.375533034754856776e-01 -3.187043376837679909e-01 1.186302519751785040e+09 3.148192067177225795e+01 7.220646722873584888e-01 -8.113924578781077646e-01 5.958123108308654992e-01 6.981981366942471290e+00 8.315657098082157583e-02 4.822320306700241255e-01 -1.494593000000000029e+04
1.684314966607686426e+00 3.085523122998221068e-01 -2.835359588712726420e-01 1.186302519754233360e+09 3.007650148296482229e+01 8.658854845822115953e-01 -8.764327061686987275e-01 1.305320891802384198e+00 7.040179741462911700e+00 6.685856293301487008e-02 1.118632651526756533e-01 -1.494593000000000029e+04
4.472915434030199755e+00 2.991833542651699540e-01 -2.601963704954958767e-01 1.186302519755261421e+09 3.110107766657059258e+01 9.268398950386927959e-01 -6.651553798031445419e-01 8.724681697578903217e-01 6.943333754984309714e+00 1.648006165585998994e-01 2.069354435112653323e-01 -1.494593000000000029e+04
4.372580915425564818e+00 1.534652672303754017e-01 -5.411726884897638534e-01 1.186302519750397205e+09 3.120713732725938883e+01 5.617986820460221242e-01 -9.036504896380687102e-01 1.053379557287793977e+00 7.068279705554854964e+00 4.723204482590208364e-02 6.880080049234498230e-01 -1.494593000000000029e+04
4.260908161722446602e-02 3.900145743101466334e-01 -3.616175183834199891e-01 1.186302519752201796e+09 3.240733546576630886e+01 7.784815539134138929e-01 -9.133920787655822604e-01 2.710005930039053101e+00 7.117293185653549514e+00 4.156875795365242432e-01 1.888019105278626042e-01 -1.494593000000000029e+04
2.094013528284118131e+00 4.616245841412465745e-01 -2.005151704823042169e-01 1.186302519753422976e+09 3.195992105759754764e+01 7.871730812590784776e-01 -7.699411163926610513e-01 1.844856670896292350e+00 6.950423738925382899e+00 4.210909228605474314e-02 5.312320359265921832e-01 -1.494593000000000029e+04
2.658272740295753334e+00 2.961504086288299087e-01 -3.430415976960364266e-01 1.186302519753449917e+09 3.100098205162249698e+01 4.880982794844566097e-01 -7.818363832626685772e-01 2.772958053810815393e+00 6.984551329728042823e+00 9.578755923248560844e-02 6.740059538615693624e-01 -1.494593000000000029e+04
6.192887576269720640e+00 3.259987881448942471e-01 -3.129297531490610185e-01 1.186302519753901243e+09 3.232798400158420549e+01 6.631200374948708065e-01 -9.901436031841555074e-01 2.578537523318137570e+00 7.293490278471881361e+00 4.887271501953670549e-01 4.469092166635271757e-02 -1.494593000000000029e+04
5.407813795750787023e+00 4.488794378945262786e-01 -1.863959158825814200e-01 1.186302519753260374e+09 3.005581430472873805e+01 4.674918999704540945e-01 -9.085371004355422553e-01 2.627184139942476016e+00 6.947350609212819883e+00 1.547901078042120127e-01 2.105382980214153543e-01 -1.494592000000000007e+04
3.665556403281504672e+00 2.266948600103440570e-01 -4.337715510453095114e-01 1.186302519750261784e+09 2.841441438623560245e+01 5.113696092644842706e-01 -6.956075884978757395e-01 6.105101646054864606e-01 6.843645134649326778e+00 1.108100009912633618e-02 1.302481369118086707e-01 -1.494592000000000007e+04
4.769493328157764722e+00 3.351790598946601252e-01 -2.774005104238112529e-01 1.186302519754178762e+09 3.029369433096470843e+01 6.839260226047975122e-01 -1.784395375598673283e-01 1.047602963551688360e+00 6.448401855848221231e+00 2.859934502219527858e-02 3.715825865267763373e-01 -1.494592000000000007e+04
6.219250320057588155e+00 4.543257218352088067e-01 -1.550579926823036359e-01 1.186302519755021334e+09 3.011600320596615532e+01 6.649398508719709389e-01 -9.232108672573763331e-01 2.742590763093784023e+00 6.925694762052079234e+00 2.374600840937680646e-01 1.896102480000305332e-02 -1.494592000000000007e+04
2.879870379365378597e+00 1.835234493614382734e-01 -5.655696976967492517e-01 1.186302519751472712e+09 3.063738572944196648e+01 7.542183709108890577e-01 -8.254715422354842458e-01 2.169883820396790508e+00 7.005027222643205320e+00 1.597805402504982042e-01 2.533278464623711645e-01 -1.494592000000000007e+04
2.701929814442931121e+00 3.756345258026766998e-01 -3.105311738356316686e-01 1.186302519753273249e+09 3.189628612127487983e+01 7.167293402475917174e-01 -8.224398920512668854e-01 2.415607360906451895e+00 7.103994087594582396e+00 5.779541703866518387e-02 5.593223147881638546e-01 -1.494592000000000007e+04
8.370013928799141523e-01 3.610710422500682526e-01 -2.862183879551896126e-01 1.186302519752563477e+09 3.172356951113658141e+01 8.785029909513123458e-01 -7.418895484193405165e-01 3.569095256158691942e-01 6.907320600987381098e+00 1.587486285988770965e-02 5.016423709744652903e-01 -1.494592000000000007e+04
